Proband;Block;Task;MappingMethod;NumLayers;0;1;2;3;4;Duration_Sum
17;1;16; direct;21;8.592;8.147;11.748;7.316;8.276;44.07900000000001
17;1;17; direct;15;10.865;8.641;6.315;5.741;9.006;40.568
17;1;18; direct;6;8.637;7.785;7.774;4.062;6.199;34.457
17;2;1; widening;21;22.075;8.749;13.162;6.894;9.534;60.413999999999994
17;2;2; widening;12;8.501;5.65;6.496;8.911;4.307;33.865
17;2;3; widening;21;10.917;7.93;7.129;6.75;8.214;40.94
17;2;4; widening;18;17.554;9.08;7.048;365.353;8.201;407.23600000000005
17;2;5; widening;6;5.119;3.455;3.029;3.291;3.948;18.842
17;2;6; widening;12;10.221;7.395;5.474;9.745;6.27;39.105000000000004
17;2;7; widening;9;9.921;5.929;6.321;7.215;7.686;37.072
17;2;8; widening;18;11.84;6.005;6.781;7.805;8.89;41.321
17;2;9; widening;15;11.917;5.635;5.491;14.209;6.221;43.473
17;2;10; widening;6;10.823;8.276;6.742;4.755;3.688;34.284
17;2;11; widening;6;10.025;6.685;5.353;4.166;4.373;30.602000000000004
17;2;12; widening;15;6.894;8.546;8.068;6.077;5.979;35.564
17;2;13; widening;9;9.885;6.336;7.411;5.974;6.151;35.757
17;2;14; widening;21;13.785;9.604;11.328;6.993;5.3;47.01
17;2;15; widening;18;10.504;6.844;9.145;7.054;6.732;40.278999999999996
17;2;16; widening;15;7.353;11.748;6.105;7.93;13.471;46.607
17;2;17; widening;12;9.114;5.036;8.296;15.791;5.596;43.833
17;2;18; widening;9;8.436;9.962;6.954;10.639;7.221;43.212
17;3;1; densening;12;10.109;5.876;7.399;9.264;6.776;39.42399999999999
17;3;2; densening;6;8.29;8.021;290.556;4.105;8.525;319.49699999999996
17;3;3; densening;21;18.29;8.97;21.398;11.834;4.47;64.962
17;3;4; densening;9;6.914;7.1;8.975;6.399;4.814;34.202
17;3;5; densening;9;9.04;5.775;5.302;6.599;9.12;35.836
17;3;6; densening;18;23.856;5.894;17.783;8.844;8.463;64.84
17;3;7; densening;15;12.457;4.96;8.167;7.596;8.7;41.88000000000001
17;3;8; densening;18;10.794;11.749;10.747;8.401;5.542;47.233000000000004
17;3;9; densening;15;9.279;11.681;7.426;8.115;7.659;44.160000000000004
17;3;10; densening;21;10.817;7.8;6.803;9.453;13.174;48.047000000000004
17;3;11; densening;6;9.229;5.105;4.084;8.222;17.601;44.241
17;3;12; densening;21;9.297;6.723;7.718;6.201;9.111;39.05
17;3;13; densening;9;8.898;5.699;4.453;8.024;8.815;35.888999999999996
17;3;14; densening;6;8.856;4.299;4.437;5.106;5.422;28.12
17;3;15; densening;12;7.344;26.141;35.161;10.915;5.428;84.989
17;3;16; densening;18;35.638;5.776;9.238;7.84;28.098;86.59
17;3;17; densening;15;22.331;5.088;8.574;7.345;5.839;49.177
17;3;18; densening;12;14.398;7.457;9.504;25.104;7.122;63.585
18;1;1; densening;6;9.768;8.35;5.533;11.419;4.82;39.89000000000001
18;1;2; densening;9;16.054;7.7;13.622;6.893;9.487;53.756
18;1;3; densening;18;24.723;7.385;13.512;9.675;9.903;65.19800000000001
18;1;4; densening;12;20.064;8.759;4.731;13.918;9.35;56.822
18;1;5; densening;15;11.137;13.446;9.031;5.295;12.097;51.006
18;1;6; densening;6;13.808;5.936;4.386;4.067;4.341;32.538
18;1;7; densening;21;8.958;16.765;10.502;9.828;13.427;59.48
18;1;8; densening;18;8.895;10.624;12.808;13.55;19.821;65.698
18;1;9; densening;15;15.271;12.968;6.411;11.772;7.507;53.928999999999995
18;1;10; densening;9;16.098;5.094;9.42;5.004;7.483;43.099
18;1;11; densening;6;17.85;6.934;5.898;6.355;7.175;44.212
18;1;12; densening;12;12.276;10.604;7.111;8.583;12.068;50.641999999999996
18;1;13; densening;18;17.504;10.575;7.513;12.033;12.339;59.964
18;1;14; densening;9;13.985;7.262;11.357;7.011;5.297;44.912
18;1;15; densening;12;13.453;10.22;5.18;12.271;7.685;48.809000000000005
18;1;16; densening;21;7.084;15.257;9.007;11.416;7.884;50.647999999999996
18;1;17; densening;21;17.16;11.912;11.236;8.661;3.943;52.912000000000006
18;1;18; densening;15;9.652;8.696;8.931;11.937;18.933;58.148999999999994
18;2;1; direct;9;10.889;6.022;8.652;6.926;5.881;38.370000000000005
18;2;2; direct;9;259.882;6.071;7.075;8.946;8.266;290.24000000000007
18;2;3; direct;18;14.403;7.672;6.265;10.997;6.98;46.31700000000001
18;2;4; direct;18;18.182;4.748;7.398;6.12;11.737;48.185
18;2;5; direct;6;7.106;5.583;5.632;6.734;7.004;32.059
18;2;6; direct;21;15.998;6.414;12.271;9.953;6.444;51.08
18;2;7; direct;6;10.946;8.322;6.237;4.655;5.925;36.085
18;2;8; direct;12;12.398;5.533;4.684;8.482;7.034;38.131
18;2;9; direct;6;9.881;3.938;7.217;7.258;5.615;33.909
18;2;10; direct;21;11.526;10.422;19.346;11.945;7.695;60.934
18;2;11; direct;15;18.164;7.995;12.905;27.243;15.303;81.61
18;2;12; direct;9;24.424;15.755;4.384;7.003;6.627;58.193000000000005
18;2;13; direct;15;23.858;8.592;7.63;40.165;13.14;93.385
18;2;14; direct;12;14.945;8.133;9.722;8.528;5.88;47.208
18;2;15; direct;12;10.291;14.768;9.661;11.833;7.294;53.846999999999994
18;2;16; direct;21;12.763;9.609;10.299;6.001;15.627;54.299
18;2;17; direct;18;14.127;8.669;13.276;5.638;9.919;51.629000000000005
18;2;18; direct;15;8.129;23.065;12.989;9.48;9.182;62.84500000000001
18;3;1; widening;9;140.018;7.161;5.036;9.183;6.285;167.683
18;3;2; widening;12;11.458;8.167;7.269;8.667;13.47;49.031
18;3;3; widening;18;21.439;8.37;16.614;16.269;9.568;72.26
18;3;4; widening;15;17.28;14.187;6.831;8.141;7.014;53.453
18;3;5; widening;6;9.008;6.861;4.551;6.53;5.221;32.17100000000001
18;3;6; widening;9;6.99;8.55;8.404;5.374;7.322;36.64
18;3;7; widening;21;10.273;17.344;11.453;8.028;10.109;57.207
18;3;8; widening;6;16.967;18.537;7.386;5.722;6.099;54.711
18;3;9; widening;6;17.182;6.182;4.699;5.826;6.288;40.17699999999999
18;3;10; widening;12;10.613;9.106;7.555;7.915;6.933;42.122
18;3;11; widening;12;7.186;11.916;6.618;5.601;6.815;38.135999999999996
18;3;12; widening;15;15.232;7.579;7.609;6.837;8.659;45.916000000000004
18;3;13; widening;18;10.216;6.656;7.472;9.564;9.26;43.168
18;3;14; widening;15;7.528;13.02;10.286;5.638;6.966;43.437999999999995
18;3;15; widening;21;11.432;8.457;9.232;6.077;40.808;76.006
18;3;16; widening;21;10.425;6.252;7.57;8.19;8.374;40.811
18;3;17; widening;18;13.543;13.962;8.483;10.631;10.368;56.987
18;3;18; widening;9;9.757;5.184;8.424;5.04;5.852;34.257
19;1;1; widening;6;11.971;7.338;6.631;4.975;2.388;33.303
19;1;2; widening;6;10.856;6.221;8.541;5.047;4.235;34.9
19;1;3; widening;18;11.208;6.19;8.653;10.327;9.505;45.883
19;1;4; widening;9;11.39;7.188;6.755;5.807;6.231;37.371
19;1;5; widening;21;11.346;5.626;6.42;17.107;7.214;47.713
19;1;6; widening;9;9.022;6.524;9.455;7.551;5.8;38.352
19;1;7; widening;18;11.502;6.354;7.963;8.436;11.743;45.998000000000005
19;1;8; widening;15;10.174;5.929;7.404;6.972;7.0;37.479
19;1;9; widening;21;11.063;9.945;7.986;39.537;6.146;74.677
19;1;10; widening;12;11.435;6.932;9.034;5.745;6.548;39.694
19;1;11; widening;21;10.156;8.367;9.429;12.988;14.712;55.652
19;1;12; widening;12;9.732;7.93;9.136;7.177;5.907;39.88199999999999
19;1;13; widening;6;8.411;5.319;8.854;5.061;5.739;33.384
19;1;14; widening;18;11.215;6.909;18.252;9.209;48.935;94.52
19;1;15; widening;12;9.929;7.177;7.81;13.66;5.79;44.366
19;1;16; widening;9;10.679;8.13;5.713;7.582;6.147;38.251
19;1;17; widening;15;21.189;6.693;9.724;7.82;6.056;51.48199999999999
19;1;18; widening;15;13.178;6.446;5.287;8.646;6.774;40.331
19;2;1; direct;9;150.94;8.926;5.119;6.434;5.696;177.11499999999998
19;2;2; direct;12;12.308;7.629;4.681;6.938;8.917;40.473
19;2;3; direct;6;8.195;6.371;4.75;5.153;7.163;31.632
19;2;4; direct;6;10.126;5.885;6.148;6.606;5.219;33.984
19;2;5; direct;9;10.234;7.567;5.836;8.005;5.334;36.976
19;2;6; direct;21;10.319;8.32;9.666;16.401;7.78;52.486000000000004
19;2;7; direct;15;13.33;5.646;8.311;7.538;7.095;41.92
19;2;8; direct;18;12.969;8.11;9.049;6.635;11.493;48.256
19;2;9; direct;15;12.229;7.659;8.058;11.433;9.181;48.559999999999995
19;2;10; direct;12;12.364;7.493;7.815;11.031;5.885;44.588
19;2;11; direct;9;8.25;6.021;5.493;7.996;7.099;34.85900000000001
19;2;12; direct;21;11.157;7.735;7.181;17.441;6.791;50.30499999999999
19;2;13; direct;12;9.442;7.154;6.38;7.224;5.893;36.092999999999996
19;2;14; direct;21;11.241;6.772;11.874;5.154;6.936;41.977
19;2;15; direct;6;8.08;5.598;4.322;5.337;6.593;29.93
19;2;16; direct;15;9.65;6.779;7.002;6.517;4.745;34.693
19;2;17; direct;18;16.83;6.865;5.336;7.263;14.851;51.144999999999996
19;2;18; direct;18;11.365;7.792;7.681;6.9;6.938;40.676
19;3;1; densening;21;103.779;9.478;5.161;8.159;7.026;133.603
19;3;2; densening;9;8.88;4.993;8.712;7.472;6.506;36.563
19;3;3; densening;18;32.579;7.682;7.783;10.346;7.004;65.394
19;3;4; densening;6;7.553;5.611;5.617;7.153;6.417;32.351
19;3;5; densening;15;10.058;5.999;5.199;12.363;7.23;40.849000000000004
19;3;6; densening;6;6.427;6.108;6.613;5.43;4.106;28.683999999999997
19;3;7; densening;6;8.201;6.375;5.165;4.83;4.544;29.115
19;3;8; densening;18;13.598;14.696;9.775;5.535;9.536;53.14
19;3;9; densening;15;11.008;11.429;10.39;8.203;7.291;48.321
19;3;10; densening;21;12.098;9.355;5.796;5.55;7.653;40.452
19;3;11; densening;21;11.178;6.093;11.019;7.414;14.104;49.808
19;3;12; densening;12;10.473;5.638;8.7;7.24;7.374;39.425000000000004
19;3;13; densening;9;6.652;9.599;5.272;8.292;5.416;35.23100000000001
19;3;14; densening;9;8.415;6.315;6.341;6.985;7.703;35.759
19;3;15; densening;18;16.795;5.522;8.228;9.172;14.851;54.568
19;3;16; densening;12;11.038;8.64;4.36;7.161;5.593;36.792
19;3;17; densening;12;9.243;3.47;8.326;5.025;6.866;32.93
19;3;18; densening;15;10.836;5.297;6.285;7.77;10.12;40.308
20;1;1; densening;12;11.35;14.84;9.795;5.72;5.517;47.222
20;1;2; densening;18;19.187;6.628;6.606;9.57;5.621;47.612
20;1;3; densening;9;9.117;8.419;7.17;5.442;7.527;37.675000000000004
20;1;4; densening;6;15.767;6.43;5.011;4.568;7.552;39.327999999999996
20;1;5; densening;18;12.791;8.336;9.021;9.294;6.838;46.28000000000001
20;1;6; densening;15;12.381;12.16;5.683;6.855;8.358;45.437
20;1;7; densening;6;10.978;6.667;10.959;9.718;7.857;46.179
20;1;8; densening;12;9.857;9.509;5.272;10.352;9.929;44.919
20;1;9; densening;21;10.246;10.84;11.59;10.378;12.348;55.402
20;1;10; densening;18;11.013;8.322;6.125;5.744;13.186;44.39
20;1;11; densening;21;14.912;6.284;8.389;11.156;6.919;47.66
20;1;12; densening;15;8.804;10.785;10.013;8.862;7.455;45.919
20;1;13; densening;9;10.453;5.507;7.988;9.941;5.981;39.870000000000005
20;1;14; densening;21;12.575;5.534;10.46;7.64;6.708;42.916999999999994
20;1;15; densening;6;6.526;5.683;4.416;8.05;6.317;30.992
20;1;16; densening;9;8.803;6.34;3.344;5.953;6.846;31.286
20;1;17; densening;15;10.91;5.214;8.77;5.044;5.952;35.89
20;1;18; densening;12;16.107;7.759;15.414;7.041;2.958;49.278999999999996
20;2;1; widening;9;11.971;6.678;6.423;6.728;3.134;34.934000000000005
20;2;2; widening;21;10.929;6.266;8.969;9.757;7.241;43.162
20;2;3; widening;18;12.634;8.828;5.926;5.986;9.149;42.522999999999996
20;2;4; widening;9;7.467;3.695;7.702;6.043;6.972;31.878999999999998
20;2;5; widening;12;10.462;7.074;11.745;6.654;7.333;43.268
20;2;6; widening;15;10.359;8.022;5.624;5.972;7.695;37.672
20;2;7; widening;21;13.734;9.789;8.457;7.134;7.257;46.371
20;2;8; widening;18;11.698;11.025;4.048;7.855;8.694;43.32000000000001
20;2;9; widening;9;6.892;5.822;6.474;6.843;9.078;35.109
20;2;10; widening;6;7.975;4.559;6.212;2.729;6.81;28.284999999999997
20;2;11; widening;6;6.861;6.808;5.61;4.544;6.293;30.116
20;2;12; widening;6;8.291;3.48;4.152;4.237;3.512;23.672000000000004
20;2;13; widening;18;16.015;11.623;10.056;6.533;7.486;51.712999999999994
20;2;14; widening;15;10.227;8.042;6.82;11.102;4.581;40.772000000000006
20;2;15; widening;15;8.592;7.995;8.461;7.227;6.311;38.586000000000006
20;2;16; widening;12;9.008;7.391;15.3;10.645;9.179;51.523
20;2;17; widening;21;11.143;11.446;11.314;21.068;7.974;62.94500000000001
20;2;18; widening;12;12.513;7.147;6.811;6.938;11.21;44.619
20;3;1; direct;21;149.536;8.449;9.911;6.326;7.45;181.672
20;3;2; direct;9;11.393;5.035;3.115;10.015;8.758;38.316
20;3;3; direct;12;9.494;7.297;15.895;5.886;7.322;45.894000000000005
20;3;4; direct;12;10.951;7.51;8.901;8.059;8.171;43.592
20;3;5; direct;15;9.184;10.03;8.402;8.449;13.788;49.852999999999994
20;3;6; direct;15;12.145;5.733;11.453;7.185;7.261;43.777
20;3;7; direct;6;10.397;6.329;6.949;5.662;6.656;35.992999999999995
20;3;8; direct;18;11.31;9.276;6.719;10.897;8.326;46.528
20;3;9; direct;15;14.837;6.874;9.122;9.095;10.666;50.593999999999994
20;3;10; direct;21;9.524;9.111;9.715;5.957;6.456;40.763
20;3;11; direct;9;10.037;10.239;6.792;5.26;6.743;39.071000000000005
20;3;12; direct;6;9.69;5.796;3.851;4.939;5.405;29.681
20;3;13; direct;12;8.461;8.039;3.893;4.97;8.469;33.832
20;3;14; direct;6;7.806;5.642;4.987;5.754;5.558;29.747
20;3;15; direct;18;12.53;7.282;12.203;5.952;7.679;45.646
20;3;16; direct;18;10.894;5.951;7.432;10.217;7.215;41.709
20;3;17; direct;9;11.53;10.122;5.831;5.577;5.829;38.889
20;3;18; direct;21;13.363;6.377;10.171;8.926;12.328;51.16499999999999
21;1;1; direct;12;8.956;9.597;7.669;7.535;9.09;42.846999999999994
21;1;2; direct;15;10.356;6.643;6.606;9.083;10.883;43.571
21;1;3; direct;15;12.531;7.615;11.197;8.497;9.706;49.54600000000001
21;1;4; direct;9;8.671;6.921;7.438;7.064;6.44;36.534
21;1;5; direct;21;10.445;13.941;7.852;5.276;9.623;47.13699999999999
21;1;6; direct;6;5.776;5.141;5.797;5.148;5.424;27.285999999999998
21;1;7; direct;18;12.693;8.105;6.506;6.312;11.92;45.536
21;1;8; direct;9;10.754;6.085;7.238;4.398;11.087;39.562
21;1;9; direct;12;8.85;6.735;5.257;7.618;6.565;35.025
21;1;10; direct;21;12.028;12.513;8.034;6.958;8.212;47.745000000000005
21;1;11; direct;18;8.098;6.668;10.628;6.67;9.996;42.06
21;1;12; direct;12;9.4;6.156;7.029;5.717;6.676;34.978
21;1;13; direct;6;7.872;6.015;5.312;6.163;5.935;31.297
21;1;14; direct;6;6.987;6.739;8.895;5.106;6.895;34.622
21;1;15; direct;15;10.952;7.04;7.29;11.259;10.906;47.446999999999996
21;1;16; direct;21;13.096;8.884;5.33;5.345;7.463;40.118
21;1;17; direct;18;11.488;6.072;7.244;7.389;6.369;38.562
21;1;18; direct;9;7.852;6.642;5.204;7.517;6.572;33.787
21;2;1; widening;9;13.577;4.956;6.202;6.07;5.334;36.138999999999996
21;2;2; widening;12;10.429;6.042;19.098;6.239;13.453;55.260999999999996
21;2;3; widening;18;9.029;12.271;45.35;8.138;5.759;80.54700000000001
21;2;4; widening;21;11.105;7.767;5.851;55.618;5.879;86.22000000000001
21;2;5; widening;6;8.619;6.393;5.481;5.178;5.05;30.721000000000004
21;2;6; widening;21;9.459;7.021;7.546;12.143;7.607;43.775999999999996
21;2;7; widening;12;8.937;7.012;7.316;5.996;6.247;35.507999999999996
21;2;8; widening;9;9.156;5.464;6.383;5.246;6.369;32.618
21;2;9; widening;18;10.488;7.439;5.772;5.696;8.419;37.81399999999999
21;2;10; widening;6;9.019;5.852;5.417;5.471;6.289;32.048
21;2;11; widening;6;8.519;4.34;5.142;6.436;5.443;29.880000000000003
21;2;12; widening;9;9.04;6.831;6.869;6.448;5.58;34.768
21;2;13; widening;15;19.235;6.708;7.532;8.711;9.12;51.30599999999999
21;2;14; widening;21;10.652;5.661;9.261;15.958;7.133;48.665
21;2;15; widening;15;9.726;7.683;5.648;9.548;6.418;39.022999999999996
21;2;16; widening;12;7.888;8.823;6.539;5.545;7.755;36.550000000000004
21;2;17; widening;18;9.596;6.051;6.095;8.051;7.299;37.092
21;2;18; widening;15;11.79;6.975;5.825;10.827;6.395;41.812
21;3;1; densening;18;151.731;7.96;9.289;5.544;12.511;187.035
21;3;2; densening;9;10.359;4.879;9.314;9.923;6.77;41.245000000000005
21;3;3; densening;6;9.192;6.728;3.263;6.418;7.431;33.032
21;3;4; densening;12;10.398;7.294;7.699;6.469;6.47;38.33
21;3;5; densening;18;8.861;9.035;6.145;7.824;8.918;40.783
21;3;6; densening;15;12.455;6.259;9.152;6.033;8.465;42.364000000000004
21;3;7; densening;21;9.159;13.654;10.3;5.075;10.624;48.812000000000005
21;3;8; densening;12;8.3;9.318;5.159;7.87;9.775;40.422000000000004
21;3;9; densening;15;9.088;5.534;9.653;7.791;7.906;39.972
21;3;10; densening;21;11.515;5.615;8.916;10.131;11.362;47.53900000000001
21;3;11; densening;21;10.905;9.191;7.399;10.464;6.632;44.591
21;3;12; densening;15;9.254;6.011;10.777;9.323;7.522;42.887
21;3;13; densening;18;13.666;10.14;5.419;10.346;6.401;45.971999999999994
21;3;14; densening;9;7.672;8.235;4.431;9.405;6.093;35.836
21;3;15; densening;6;7.21;7.15;5.465;3.899;4.033;27.757
21;3;16; densening;12;9.412;4.836;8.919;8.89;8.859;40.916000000000004
21;3;17; densening;9;8.976;8.299;5.242;8.159;5.391;36.067
21;3;18; densening;6;9.23;5.156;6.603;8.721;6.198;35.908
22;1;1; densening;9;14.444;6.855;10.167;10.828;2.941;45.235
22;1;2; densening;18;14.631;12.745;6.48;9.126;7.193;50.17499999999999
22;1;3; densening;6;12.288;9.087;6.428;5.216;4.801;37.82
22;1;4; densening;12;11.289;11.561;6.99;8.471;8.571;46.882000000000005
22;1;5; densening;18;16.605;5.18;6.262;5.556;9.7;43.303
22;1;6; densening;6;8.976;5.97;4.324;8.321;2.827;30.418
22;1;7; densening;21;13.031;7.677;8.476;29.476;10.636;69.29599999999999
22;1;8; densening;12;9.505;8.209;12.213;5.466;7.504;42.897
22;1;9; densening;15;11.346;3.218;11.748;8.56;6.631;41.503
22;1;10; densening;15;10.592;9.725;5.11;4.709;6.474;36.61
22;1;11; densening;9;10.303;4.291;4.542;5.978;13.247;38.361000000000004
22;1;12; densening;9;8.689;6.763;6.078;16.983;5.681;44.194
22;1;13; densening;15;10.365;9.851;12.395;9.7;7.416;49.727000000000004
22;1;14; densening;12;12.237;11.687;7.842;5.682;12.62;50.068
22;1;15; densening;18;8.713;18.235;9.987;5.214;16.412;58.561
22;1;16; densening;6;11.143;4.73;8.041;4.196;6.395;34.504999999999995
22;1;17; densening;21;18.846;7.129;13.769;7.012;7.062;53.818
22;1;18; densening;21;14.292;11.741;10.601;10.361;7.324;54.319
22;2;1; direct;12;10.759;6.017;10.873;8.958;7.865;44.472
22;2;2; direct;18;11.363;9.587;7.907;9.437;7.227;45.521
22;2;3; direct;9;10.195;4.375;6.263;2.927;7.516;31.275999999999996
22;2;4; direct;6;5.912;5.378;5.555;3.33;4.556;24.730999999999998
22;2;5; direct;6;8.761;5.621;5.906;5.424;5.045;30.756999999999998
22;2;6; direct;21;7.493;6.72;8.742;8.744;15.219;46.918
22;2;7; direct;15;8.792;13.549;7.75;6.817;10.662;47.57
22;2;8; direct;18;9.884;6.269;7.108;11.072;5.72;40.053
22;2;9; direct;9;7.771;5.714;5.8;7.089;7.331;33.705000000000005
22;2;10; direct;15;9.863;6.644;4.939;7.997;6.317;35.76
22;2;11; direct;15;10.221;6.277;6.368;9.918;7.218;40.001999999999995
22;2;12; direct;12;10.235;6.488;6.519;10.004;6.82;40.065999999999995
22;2;13; direct;21;7.798;9.04;6.378;15.145;12.976;51.337
22;2;14; direct;9;11.5;6.249;4.413;10.55;5.254;37.966
22;2;15; direct;12;11.704;7.11;6.632;6.762;6.658;38.866
22;2;16; direct;18;9.209;10.047;6.61;4.885;7.38;38.131
22;2;17; direct;6;8.542;6.831;5.53;6.971;4.356;32.230000000000004
22;2;18; direct;21;11.062;7.449;12.003;5.213;6.418;42.144999999999996
22;3;1; widening;18;11.645;7.934;9.192;8.639;7.333;44.742999999999995
22;3;2; widening;21;10.555;10.089;7.299;7.013;20.592;55.547999999999995
22;3;3; widening;9;8.118;6.557;5.23;4.506;5.824;30.235
22;3;4; widening;15;7.587;6.881;6.616;5.837;7.225;34.146
22;3;5; widening;12;10.822;4.256;8.442;8.524;4.165;36.208999999999996
22;3;6; widening;6;7.829;6.002;5.138;4.154;6.89;30.013
22;3;7; widening;6;7.3;8.332;4.263;5.363;5.475;30.733000000000004
22;3;8; widening;18;8.542;6.266;8.124;4.796;5.525;33.253
22;3;9; widening;21;7.538;12.226;11.626;5.711;8.214;45.315
22;3;10; widening;9;9.748;7.112;6.449;5.36;4.293;32.961999999999996
22;3;11; widening;15;7.919;7.16;6.72;5.046;6.265;33.11
22;3;12; widening;15;9.042;8.118;5.386;8.79;6.698;38.034
22;3;13; widening;18;12.942;4.541;9.724;4.787;5.356;37.35
22;3;14; widening;9;7.163;4.929;5.777;6.53;5.683;30.082
22;3;15; widening;12;10.43;5.419;8.24;5.712;6.656;36.457
22;3;16; widening;12;10.177;15.856;6.571;6.755;5.323;44.682
22;3;17; widening;21;12.128;9.413;4.488;4.4;6.644;37.073
22;3;18; widening;6;7.359;5.325;3.438;5.467;5.088;26.677
