;Proband;MappingMethod;NumLayers;Completed_Sum;Completed_Avg;Completed_Num;Failed_Sum;Failed_Avg;Failed_Num;Terminated_Sum;Terminated_Avg;Terminated_Num;All_Sum;All_Avg;All_Num
208;12; direct;18;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
209;12; direct;21;15.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;15.0
210;12; widening;6;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
211;12; widening;9;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
212;12; widening;12;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
213;12; widening;15;9.0;1.0;9.0;0.0;0.0;0.0;6.0;1.0;6.0;15.0;1.0;15.0
214;12; widening;18;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
215;12; widening;21;9.0;1.0;9.0;0.0;0.0;0.0;6.0;1.0;6.0;15.0;1.0;15.0
216;13; densening;6;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
217;13; densening;9;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
218;13; densening;12;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
219;13; densening;15;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
220;13; densening;18;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
221;13; densening;21;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
222;13; direct;6;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
223;13; direct;9;15.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;15.0
224;13; direct;12;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
225;13; direct;15;12.0;1.0;12.0;1.0;1.0;1.0;2.0;1.0;2.0;15.0;1.0;15.0
226;13; direct;18;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
227;13; direct;21;8.0;1.0;8.0;1.0;1.0;1.0;6.0;1.0;6.0;15.0;1.0;15.0
228;13; widening;6;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
229;13; widening;9;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
230;13; widening;12;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
231;13; widening;15;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
232;13; widening;18;8.0;1.0;8.0;0.0;0.0;0.0;7.0;1.0;7.0;15.0;1.0;15.0
233;13; widening;21;11.0;1.0;11.0;1.0;1.0;1.0;3.0;1.0;3.0;15.0;1.0;15.0
234;14; densening;6;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
235;14; densening;9;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
236;14; densening;12;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
237;14; densening;15;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
238;14; densening;18;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
239;14; densening;21;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
240;14; direct;6;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
241;14; direct;9;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
242;14; direct;12;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
243;14; direct;15;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
244;14; direct;18;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
245;14; direct;21;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
246;14; widening;6;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
247;14; widening;9;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
248;14; widening;12;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
249;14; widening;15;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
250;14; widening;18;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
251;14; widening;21;9.0;1.0;9.0;0.0;0.0;0.0;6.0;1.0;6.0;15.0;1.0;15.0
252;15; densening;6;7.0;1.0;7.0;0.0;0.0;0.0;8.0;1.0;8.0;15.0;1.0;15.0
253;15; densening;9;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
254;15; densening;12;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
255;15; densening;15;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
256;15; densening;18;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
257;15; densening;21;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
258;15; direct;6;9.0;1.0;9.0;0.0;0.0;0.0;6.0;1.0;6.0;15.0;1.0;15.0
259;15; direct;9;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
260;15; direct;12;15.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;15.0
261;15; direct;15;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
262;15; direct;18;15.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;15.0
263;15; direct;21;15.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;15.0
264;15; widening;6;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
265;15; widening;9;13.0;1.0;13.0;1.0;1.0;1.0;1.0;1.0;1.0;15.0;1.0;15.0
266;15; widening;12;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
267;15; widening;15;12.0;1.0;12.0;3.0;1.0;3.0;0.0;0.0;0.0;15.0;1.0;15.0
268;15; widening;18;12.0;1.0;12.0;1.0;1.0;1.0;2.0;1.0;2.0;15.0;1.0;15.0
269;15; widening;21;11.0;1.0;11.0;3.0;1.0;3.0;1.0;1.0;1.0;15.0;1.0;15.0
270;16; densening;6;12.0;1.0;12.0;1.0;1.0;1.0;2.0;1.0;2.0;15.0;1.0;15.0
271;16; densening;9;9.0;1.0;9.0;0.0;0.0;0.0;6.0;1.0;6.0;15.0;1.0;15.0
272;16; densening;12;6.0;1.0;6.0;0.0;0.0;0.0;9.0;1.0;9.0;15.0;1.0;15.0
273;16; densening;15;8.0;1.0;8.0;1.0;1.0;1.0;6.0;1.0;6.0;15.0;1.0;15.0
274;16; densening;18;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
275;16; densening;21;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
276;16; direct;6;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
277;16; direct;9;9.0;1.0;9.0;0.0;0.0;0.0;6.0;1.0;6.0;15.0;1.0;15.0
278;16; direct;12;6.0;1.0;6.0;0.0;0.0;0.0;9.0;1.0;9.0;15.0;1.0;15.0
279;16; direct;15;8.0;1.0;8.0;0.0;0.0;0.0;7.0;1.0;7.0;15.0;1.0;15.0
280;16; direct;18;7.0;1.0;7.0;0.0;0.0;0.0;8.0;1.0;8.0;15.0;1.0;15.0
281;16; direct;21;6.0;1.0;6.0;0.0;0.0;0.0;9.0;1.0;9.0;15.0;1.0;15.0
282;16; widening;6;8.0;1.0;8.0;1.0;1.0;1.0;6.0;1.0;6.0;15.0;1.0;15.0
283;16; widening;9;5.0;1.0;5.0;0.0;0.0;0.0;10.0;1.0;10.0;15.0;1.0;15.0
284;16; widening;12;7.0;1.0;7.0;0.0;0.0;0.0;8.0;1.0;8.0;15.0;1.0;15.0
285;16; widening;15;5.0;1.0;5.0;1.0;1.0;1.0;9.0;1.0;9.0;15.0;1.0;15.0
286;16; widening;18;4.0;1.0;4.0;1.0;1.0;1.0;10.0;1.0;10.0;15.0;1.0;15.0
287;16; widening;21;2.0;1.0;2.0;1.0;1.0;1.0;12.0;1.0;12.0;15.0;1.0;15.0
288;17; densening;6;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
289;17; densening;9;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
290;17; densening;12;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
291;17; densening;15;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
292;17; densening;18;13.0;1.0;13.0;1.0;1.0;1.0;1.0;1.0;1.0;15.0;1.0;15.0
293;17; densening;21;9.0;1.0;9.0;1.0;1.0;1.0;5.0;1.0;5.0;15.0;1.0;15.0
294;17; direct;6;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
295;17; direct;9;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
296;17; direct;12;11.0;1.0;11.0;1.0;1.0;1.0;3.0;1.0;3.0;15.0;1.0;15.0
297;17; direct;15;13.0;1.0;13.0;2.0;1.0;2.0;0.0;0.0;0.0;15.0;1.0;15.0
298;17; direct;18;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
299;17; direct;21;10.0;1.0;10.0;2.0;1.0;2.0;3.0;1.0;3.0;15.0;1.0;15.0
300;17; widening;6;10.0;1.0;10.0;1.0;1.0;1.0;4.0;1.0;4.0;15.0;1.0;15.0
301;17; widening;9;10.0;1.0;10.0;3.0;1.0;3.0;2.0;1.0;2.0;15.0;1.0;15.0
302;17; widening;12;8.0;1.0;8.0;3.0;1.0;3.0;4.0;1.0;4.0;15.0;1.0;15.0
303;17; widening;15;5.0;1.0;5.0;2.0;1.0;2.0;8.0;1.0;8.0;15.0;1.0;15.0
304;17; widening;18;7.0;1.0;7.0;1.0;1.0;1.0;7.0;1.0;7.0;15.0;1.0;15.0
305;17; widening;21;9.0;1.0;9.0;5.0;1.0;5.0;1.0;1.0;1.0;15.0;1.0;15.0
306;18; densening;6;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
307;18; densening;9;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
308;18; densening;12;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
309;18; densening;15;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
310;18; densening;18;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
311;18; densening;21;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
312;18; direct;6;15.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;15.0
313;18; direct;9;15.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;15.0
314;18; direct;12;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
315;18; direct;15;15.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;15.0
316;18; direct;18;11.0;1.0;11.0;1.0;1.0;1.0;3.0;1.0;3.0;15.0;1.0;15.0
317;18; direct;21;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
318;18; widening;6;7.0;1.0;7.0;0.0;0.0;0.0;8.0;1.0;8.0;15.0;1.0;15.0
319;18; widening;9;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
320;18; widening;12;8.0;1.0;8.0;0.0;0.0;0.0;7.0;1.0;7.0;15.0;1.0;15.0
321;18; widening;15;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
322;18; widening;18;11.0;1.0;11.0;1.0;1.0;1.0;3.0;1.0;3.0;15.0;1.0;15.0
323;18; widening;21;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
324;19; densening;6;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
325;19; densening;9;15.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;15.0
326;19; densening;12;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
327;19; densening;15;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
328;19; densening;18;15.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;15.0
329;19; densening;21;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
330;19; direct;6;10.0;1.0;10.0;1.0;1.0;1.0;4.0;1.0;4.0;15.0;1.0;15.0
331;19; direct;9;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
332;19; direct;12;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
333;19; direct;15;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
334;19; direct;18;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
335;19; direct;21;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
336;19; widening;6;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
337;19; widening;9;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
338;19; widening;12;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
339;19; widening;15;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
340;19; widening;18;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
341;19; widening;21;9.0;1.0;9.0;1.0;1.0;1.0;5.0;1.0;5.0;15.0;1.0;15.0
342;20; densening;6;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
343;20; densening;9;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
344;20; densening;12;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
345;20; densening;15;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
346;20; densening;18;15.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;15.0
347;20; densening;21;8.0;1.0;8.0;0.0;0.0;0.0;7.0;1.1666666666666667;6.0;15.0;1.0714285714285714;14.0
348;20; direct;6;15.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;15.0
349;20; direct;9;15.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;15.0
350;20; direct;12;15.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;15.0
351;20; direct;15;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
352;20; direct;18;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
353;20; direct;21;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
354;20; widening;6;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
355;20; widening;9;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
356;20; widening;12;11.0;1.1;10.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0714285714285714;14.0
357;20; widening;15;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
358;20; widening;18;8.0;1.0;8.0;0.0;0.0;0.0;7.0;1.0;7.0;15.0;1.0;15.0
359;20; widening;21;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
360;22; densening;6;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
361;22; densening;9;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
362;22; densening;12;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
363;22; densening;15;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
364;22; densening;18;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
365;22; densening;21;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
366;22; direct;6;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
367;22; direct;9;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
368;22; direct;12;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
369;22; direct;15;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
370;22; direct;18;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
371;22; direct;21;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
372;22; widening;6;7.0;1.0;7.0;0.0;0.0;0.0;8.0;1.0;8.0;15.0;1.0;15.0
373;22; widening;9;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
374;22; widening;12;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
375;22; widening;15;9.0;1.0;9.0;0.0;0.0;0.0;6.0;1.0;6.0;15.0;1.0;15.0
376;22; widening;18;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
377;22; widening;21;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
378;23; densening;6;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
379;23; densening;9;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
380;23; densening;12;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
381;23; densening;15;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
382;23; densening;18;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
383;23; densening;21;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
384;23; direct;6;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
385;23; direct;9;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
386;23; direct;12;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
387;23; direct;15;15.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;1.0;15.0
388;23; direct;18;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
389;23; direct;21;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
390;23; widening;6;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
391;23; widening;9;14.0;1.0;14.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;1.0;15.0
392;23; widening;12;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
393;23; widening;15;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
394;23; widening;18;10.0;1.0;10.0;0.0;0.0;0.0;5.0;1.0;5.0;15.0;1.0;15.0
395;23; widening;21;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
396;24; densening;6;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
397;24; densening;9;12.0;1.0;12.0;1.0;1.0;1.0;2.0;1.0;2.0;15.0;1.0;15.0
398;24; densening;12;11.0;1.0;11.0;0.0;0.0;0.0;4.0;1.0;4.0;15.0;1.0;15.0
399;24; densening;15;9.0;1.0;9.0;1.0;1.0;1.0;5.0;1.0;5.0;15.0;1.0;15.0
400;24; densening;18;10.0;1.0;10.0;2.0;1.0;2.0;3.0;1.0;3.0;15.0;1.0;15.0
401;24; densening;21;13.0;1.0;13.0;0.0;0.0;0.0;2.0;1.0;2.0;15.0;1.0;15.0
402;24; direct;6;12.0;1.0;12.0;0.0;0.0;0.0;3.0;1.0;3.0;15.0;1.0;15.0
403;24; direct;9;11.0;1.0;11.0;1.0;1.0;1.0;3.0;1.0;3.0;15.0;1.0;15.0
404;24; direct;12;9.0;1.0;9.0;1.0;1.0;1.0;5.0;1.0;5.0;15.0;1.0;15.0
405;24; direct;15;10.0;1.0;10.0;3.0;1.0;3.0;2.0;1.0;2.0;15.0;1.0;15.0
406;24; direct;18;10.0;1.0;10.0;1.0;1.0;1.0;4.0;1.0;4.0;15.0;1.0;15.0
407;24; direct;21;9.0;1.0;9.0;2.0;1.0;2.0;4.0;1.0;4.0;15.0;1.0;15.0
408;24; widening;6;11.0;1.0;11.0;1.0;1.0;1.0;3.0;1.0;3.0;15.0;1.0;15.0
409;24; widening;9;8.0;1.0;8.0;2.0;1.0;2.0;5.0;1.0;5.0;15.0;1.0;15.0
410;24; widening;12;10.0;1.0;10.0;1.0;1.0;1.0;4.0;1.0;4.0;15.0;1.0;15.0
411;24; widening;15;8.0;1.0;8.0;0.0;0.0;0.0;7.0;1.0;7.0;15.0;1.0;15.0
412;24; widening;18;7.0;1.0;7.0;4.0;1.0;4.0;4.0;1.0;4.0;15.0;1.0;15.0
413;24; widening;21;8.0;1.0;8.0;3.0;1.0;3.0;4.0;1.0;4.0;15.0;1.0;15.0
