;Proband__;Trial__;Duration_ densening_6;Duration_ densening_9;Duration_ densening_12;Duration_ densening_15;Duration_ densening_18;Duration_ densening_21;Duration_ direct_6;Duration_ direct_9;Duration_ direct_12;Duration_ direct_15;Duration_ direct_18;Duration_ direct_21;Duration_ widening_6;Duration_ widening_9;Duration_ widening_12;Duration_ widening_15;Duration_ widening_18;Duration_ widening_21
0;1;0;6.442666666666667;6.523;7.272333333333333;9.031333333333334;6.681;6.329999999999999;6.2956666666666665;7.859666666666667;6.161666666666666;8.141;7.027333333333334;7.777666666666666;5.608333333333333;5.769000000000001;5.6193333333333335;6.728666666666666;12.254666666666665;7.306333333333334
1;1;1;6.391333333333333;6.341666666666666;6.1816666666666675;6.281333333333333;8.007666666666667;7.966;5.1193333333333335;6.731000000000001;11.839666666666668;8.448;6.697666666666667;8.550333333333333;5.020333333333333;6.273666666666666;7.872333333333334;8.589666666666666;9.326333333333332;9.176666666666668
2;1;2;4.664000000000001;6.035666666666667;6.6546666666666665;7.336000000000001;8.615666666666668;9.626666666666667;6.047666666666667;9.462;7.018666666666667;8.031333333333334;8.234333333333334;7.516666666666667;3.6176666666666666;5.852333333333334;6.204666666666667;9.912;7.639333333333333;7.864999999999999
3;1;3;5.513000000000001;4.257666666666666;7.054666666666667;6.896999999999999;6.114999999999999;8.149000000000001;4.867666666666667;7.622333333333334;5.719;7.036666666666666;6.065666666666666;10.392999999999999;5.331666666666667;13.129333333333333;6.121666666666666;6.176666666666667;9.312666666666667;7.945
4;1;4;4.5040000000000004;5.250666666666667;6.707333333333334;7.959666666666666;9.580666666666668;7.0456666666666665;5.04;8.154;6.657333333333334;6.968333333333334;8.542;24.816999999999997;4.913333333333333;6.674666666666667;7.033666666666666;10.355333333333332;7.527;7.349
5;2;0;6.301666666666667;8.634666666666666;8.458;8.942;23.41033333333333;7.199333333333333;6.2203333333333335;8.098666666666666;9.784;7.107333333333333;17.102666666666668;10.505666666666666;7.319333333333333;6.488333333333333;7.868333333333333;8.271666666666667;8.154666666666666;15.02533333333333
6;2;1;6.3486666666666665;7.866666666666667;6.9703333333333335;7.468;7.435;24.947333333333333;5.7893333333333326;8.562;8.935666666666668;8.902333333333333;8.093000000000002;9.334000000000001;6.121666666666666;5.816333333333333;7.428999999999999;8.648333333333333;11.734666666666667;9.162666666666667
7;2;2;6.136333333333333;5.625333333333333;9.323666666666666;18.558333333333334;8.814;12.748333333333335;5.210999999999999;7.582333333333334;11.49;7.978333333333333;9.292666666666667;10.117666666666667;4.945666666666667;6.498666666666666;23.238;6.454000000000001;8.155666666666667;10.366666666666667
8;2;3;6.461666666666667;10.891;8.254;9.465;11.892000000000001;7.694333333333333;6.587;10.782000000000002;16.270333333333333;7.305;9.120666666666667;10.883000000000001;5.589666666666666;9.218;8.217333333333334;7.692;11.460666666666667;9.749
9;2;4;5.335333333333334;10.520333333333333;7.335333333333334;12.809666666666667;9.447333333333333;10.656333333333334;5.226;7.117;7.8613333333333335;9.329333333333333;12.740666666666664;10.708;8.698333333333332;8.332666666666666;7.975999999999999;15.760333333333334;21.301333333333336;12.288666666666666
10;3;0;7.168333333333333;7.495666666666668;8.517333333333333;11.577666666666667;12.058;16.034666666666666;13.159333333333334;6.477666666666667;8.211666666666666;6.335666666666666;12.627666666666668;16.093666666666667;4.694333333333334;6.149000000000001;6.473;8.803666666666667;5.059;12.441333333333333
11;3;1;5.59;6.320333333333333;5.609333333333333;7.9316666666666675;13.965333333333334;11.606666666666664;4.399333333333334;9.028;7.1946666666666665;7.492;21.180333333333333;11.871333333333334;4.710333333333334;8.934;10.631666666666666;15.050666666666666;7.2059999999999995;10.362333333333334
12;3;2;4.136666666666667;5.467333333333333;7.762333333333333;8.894;9.727666666666666;16.819;4.016666666666667;5.973;7.686333333333334;10.822666666666668;20.156000000000002;18.563666666666666;4.329666666666667;6.4013333333333335;7.237333333333333;8.172333333333333;6.8580000000000005;10.39
13;3;3;5.048666666666667;7.512666666666667;5.141333333333333;11.890666666666666;18.698666666666668;9.922666666666666;3.497666666666667;7.164666666666666;5.075666666666667;9.136333333333335;8.496;11.423;4.891333333333333;5.656666666666666;8.401;12.207999999999998;18.291666666666668;10.893
14;3;4;4.4543333333333335;6.995;5.177333333333333;12.519333333333334;15.239666666666666;10.485;5.622666666666667;3.375666666666667;11.134;10.029;14.717999999999998;8.005999999999998;5.381666666666667;5.277;7.648666666666666;7.861999999999999;9.703666666666667;12.514333333333333
15;4;0;7.6706666666666665;12.677999999999999;8.272;10.196333333333333;23.330000000000002;18.143333333333334;5.6930000000000005;8.280333333333333;8.941333333333333;10.879;19.434;18.528;8.176333333333334;6.445333333333333;9.831999999999999;16.648999999999997;9.293999999999999;10.324333333333334
16;4;1;5.502;9.392666666666667;7.272666666666667;7.978666666666666;9.140333333333333;22.37966666666667;4.9046666666666665;5.953333333333333;7.344333333333334;11.009333333333332;16.405666666666665;19.417333333333332;7.067333333333333;7.866;7.950666666666667;13.792000000000002;10.034666666666666;19.191333333333333
17;4;2;5.959333333333333;8.504666666666667;8.347666666666667;22.574;36.53;14.569333333333333;4.188666666666667;9.537999999999998;10.590666666666666;10.488333333333335;23.375666666666664;20.753666666666668;6.2523333333333335;13.746666666666668;14.033333333333333;22.416666666666668;12.411666666666667;33.14033333333333
18;4;3;5.830333333333333;5.771333333333334;10.058;25.930999999999997;12.259666666666668;18.462666666666667;8.205333333333334;6.830333333333333;13.87;13.901000000000002;16.419;17.912000000000003;5.604666666666667;10.094333333333333;8.667333333333334;10.664;15.429666666666668;21.756
19;4;4;4.525333333333333;6.677;9.819;17.033666666666665;20.15366666666667;12.087666666666665;6.823;4.666333333333333;8.400666666666666;14.667333333333334;25.300666666666668;16.796000000000003;5.423333333333333;14.393333333333333;16.759;13.405333333333331;18.512666666666668;12.185666666666668
20;5;0;5.018;6.165666666666667;9.013666666666667;8.446666666666667;8.555333333333333;7.510333333333333;4.382000000000001;5.291666666666667;7.350999999999999;10.867333333333335;10.222;9.434666666666667;4.5343333333333335;5.683333333333334;7.483;7.049666666666667;7.119;9.998
21;5;1;9.254666666666667;7.3453333333333335;7.109333333333335;6.0809999999999995;9.189666666666668;8.049666666666667;5.483666666666667;4.734666666666667;8.759;6.203666666666667;8.211;10.333666666666668;5.353666666666666;6.13;5.865666666666667;8.801;8.700333333333333;7.657666666666667
22;5;2;5.233333333333333;6.943666666666666;9.242666666666667;7.351;9.899666666666667;11.411000000000001;4.135333333333333;6.114;5.669999999999999;6.976333333333333;7.192666666666667;9.769333333333334;4.934333333333334;5.139333333333333;7.731999999999999;8.070333333333332;9.222;8.789666666666667
23;5;3;5.562333333333334;4.57;7.537333333333334;8.289;9.180333333333333;7.222333333333334;4.942333333333333;6.549333333333333;7.481000000000001;7.825;11.125;7.5569999999999995;4.712666666666666;7.016333333333333;7.255;8.869333333333334;8.221666666666666;8.032
24;5;4;5.734000000000001;6.0;7.408999999999999;13.345666666666666;7.901;9.976333333333335;5.967666666666666;8.414;6.391666666666667;7.321000000000001;6.865666666666667;7.035;7.4703333333333335;4.986666666666667;7.809666666666668;6.857333333333333;10.222666666666667;8.459999999999999
25;6;0;6.293666666666667;5.7426666666666675;11.266;8.882666666666667;7.607333333333333;9.545;6.178333333333334;5.817333333333333;6.941333333333334;8.736333333333334;11.521;7.098999999999999;5.7620000000000005;102.03833333333334;8.24;8.735666666666667;17.235000000000003;18.323666666666664
26;6;1;7.367999999999999;17.465999999999998;7.421333333333333;11.242333333333335;8.037333333333335;9.582333333333333;6.370333333333334;7.853666666666666;11.992333333333335;9.275666666666668;5.759666666666667;22.802666666666667;6.803333333333334;7.133333333333333;9.365333333333334;9.592;9.875666666666666;12.179
27;6;2;8.884;6.303333333333334;8.045;10.87;7.725333333333334;9.689;5.993333333333333;6.014333333333333;7.5393333333333326;6.9303333333333335;9.780666666666667;8.785666666666666;6.856000000000001;6.072333333333333;5.343333333333334;6.508333333333333;9.038;7.015333333333333
28;6;3;6.903666666666666;7.681666666666666;10.434;10.687333333333333;7.048666666666667;10.814333333333332;5.387666666666667;6.472666666666666;7.229333333333333;9.937666666666667;8.697666666666667;10.889666666666665;5.808666666666667;7.393000000000001;12.186333333333332;9.154666666666666;7.671666666666667;10.947666666666668
29;6;4;7.698;7.077000000000001;6.929666666666667;13.684666666666667;9.568;9.686333333333334;6.193666666666666;7.3116666666666665;6.6419999999999995;8.089666666666666;9.615333333333334;10.981333333333334;6.450666666666667;13.166666666666666;9.378;8.564333333333332;8.136000000000001;13.460333333333333
30;7;0;6.803;6.784666666666666;6.940333333333332;8.063666666666666;8.173;9.506333333333332;6.134666666666667;19.091333333333335;6.889666666666667;12.581666666666665;11.308;8.711333333333334;5.050999999999999;9.648666666666665;17.024666666666665;10.572666666666667;7.832333333333334;9.845333333333334
31;7;1;6.524333333333334;6.406;8.02;6.271999999999999;7.984333333333333;14.884666666666666;4.5536666666666665;6.237333333333333;9.878666666666666;9.056333333333333;9.613666666666667;7.282;5.351333333333334;7.009333333333333;6.3676666666666675;8.948666666666666;9.818666666666667;12.561333333333332
32;7;2;6.7139999999999995;6.923333333333333;7.056333333333334;13.149666666666667;7.810333333333333;6.954;5.288333333333333;8.510666666666667;6.773000000000001;7.102666666666667;11.120666666666665;12.238333333333335;5.5986666666666665;7.376;20.317666666666668;8.589666666666666;11.487333333333332;10.300333333333334
33;7;3;29.237666666666666;5.858333333333333;8.270000000000001;10.609;8.224666666666666;7.007666666666666;5.666333333333333;10.095666666666666;11.667000000000002;7.0409999999999995;5.585;13.202333333333334;7.53;6.581333333333333;9.017000000000001;9.956;8.897;16.438
34;7;4;21.525333333333332;8.058333333333334;6.592;7.438333333333333;12.173666666666668;9.158666666666667;6.921666666666667;6.625333333333334;8.578;9.290999999999999;8.316666666666666;13.932333333333332;5.877333333333333;9.683333333333334;8.015666666666666;10.828333333333333;8.548;7.460999999999999
35;8;0;13.982;18.782666666666668;14.282000000000002;12.278666666666666;12.862666666666668;13.315333333333333;7.290333333333333;11.106;7.828666666666666;24.80666666666667;19.280333333333335;121.00233333333334;37.06133333333333;10.292333333333334;15.429333333333334;20.917666666666666;12.618;32.346333333333334
36;8;1;7.44;11.713666666666667;9.128;13.613999999999999;9.825666666666665;16.621666666666666;6.459666666666666;5.848333333333334;6.669;18.12633333333333;12.575999999999999;12.920666666666667;5.361666666666667;10.089;9.847666666666667;8.203000000000001;9.163333333333334;14.142000000000001
37;8;2;7.540333333333334;7.406333333333333;8.663333333333334;9.293666666666667;4.774;9.377333333333334;4.453666666666667;7.032;8.941;7.823;7.8053333333333335;10.387333333333332;7.146;7.825333333333333;9.056;9.456333333333333;8.448333333333332;12.197000000000001
38;8;3;7.622;12.933;8.206333333333333;8.673;18.804333333333336;11.329;4.349666666666667;7.8756666666666675;6.489666666666667;8.927333333333335;9.627666666666666;11.571666666666667;7.053;8.139666666666667;12.217999999999998;8.859333333333334;10.935333333333332;10.582666666666666
39;8;4;6.626333333333334;9.693333333333333;8.592666666666666;9.917666666666667;11.092666666666666;12.866666666666667;7.603000000000001;7.364666666666667;6.743666666666667;11.468333333333334;9.100333333333333;9.106666666666667;4.863;8.051;8.396333333333333;9.865666666666668;15.138666666666666;19.217333333333332
40;9;0;7.010333333333333;14.763333333333334;8.057666666666668;12.87;7.161666666666666;11.829999999999998;8.821666666666667;5.665333333333333;8.723;8.512333333333332;8.956999999999999;9.388666666666667;7.69;7.608666666666667;12.727666666666666;8.812666666666667;8.157333333333334;12.369
41;9;1;8.504666666666667;11.68;7.399333333333334;10.687333333333333;10.133666666666667;9.704666666666666;5.742333333333334;6.368666666666667;9.035666666666666;20.563666666666666;11.692333333333332;9.143666666666666;6.806333333333334;9.122333333333332;10.568333333333333;18.703333333333333;18.973333333333333;11.391333333333334
42;9;2;6.658666666666666;6.680666666666667;8.881333333333332;9.513666666666667;12.275666666666666;10.488333333333333;5.600333333333334;6.195666666666667;7.359333333333333;6.519000000000001;7.964333333333333;8.250666666666666;6.178666666666667;6.241666666666667;9.134;11.219000000000001;13.777000000000001;12.404666666666666
43;9;3;11.482;12.395333333333333;9.148333333333333;21.780333333333335;19.887666666666668;13.746;5.207666666666667;6.491666666666667;7.8053333333333335;8.316666666666668;8.718666666666666;9.353666666666667;6.478333333333333;6.925333333333334;7.905;10.441333333333333;18.548666666666666;13.362666666666668
44;9;4;8.862333333333334;7.488666666666667;7.688666666666666;9.502;8.113666666666667;7.2669999999999995;6.928999999999999;8.008666666666667;8.009333333333332;12.456666666666669;10.810666666666668;8.380333333333333;6.340333333333334;6.672666666666667;7.388000000000001;9.360666666666667;8.186666666666667;11.987333333333332
45;10;0;3.651666666666666;7.900333333333333;5.016;7.906;9.715;18.303333333333335;3.6643333333333334;91.36333333333333;4.548333333333333;7.106999999999999;11.795666666666667;7.321000000000001;5.060333333333333;3.6976666666666667;6.824333333333333;4.004333333333333;21.75333333333333;51.16533333333333
46;10;1;6.545999999999999;4.258333333333334;8.703000000000001;7.797999999999999;8.295333333333334;10.889333333333333;4.850333333333333;7.490333333333333;8.143333333333333;5.059;10.051666666666668;13.225;6.917666666666666;7.669666666666667;11.163666666666666;7.0023333333333335;7.727999999999999;7.956
47;10;2;3.763666666666667;6.097;8.689333333333334;9.607000000000001;8.429666666666668;14.662666666666667;4.2283333333333335;5.479666666666667;4.103666666666666;5.227;7.907666666666667;10.853333333333333;11.306666666666667;4.852333333333333;7.915666666666667;5.421333333333333;9.077666666666666;7.427333333333333
48;10;3;5.210333333333334;5.505333333333333;10.134666666666668;11.835999999999999;8.765666666666666;10.693666666666667;5.588;3.720666666666667;6.690666666666666;5.0776666666666666;6.236666666666667;10.616666666666667;3.5400000000000005;4.514666666666667;8.781666666666666;6.131;4.931;5.074666666666666
49;10;4;5.241;4.830666666666667;5.4750000000000005;7.9206666666666665;9.146333333333333;9.753;4.950333333333333;5.866333333333333;4.749;8.095666666666666;19.745;13.351666666666667;4.586666666666667;6.653666666666666;5.056;10.167;5.062;8.241999999999999
50;11;0;7.61;5.192666666666667;6.615666666666667;8.68;89.79466666666667;7.691666666666667;4.734666666666667;6.77;5.983666666666667;10.204333333333333;7.661666666666666;9.792666666666667;5.597;6.474333333333333;7.039333333333334;7.383333333333334;11.200000000000001;10.120333333333333
51;11;1;8.025333333333334;5.703333333333333;5.560333333333333;6.569;8.940333333333333;12.343666666666666;4.5536666666666665;5.0183333333333335;7.579;8.863;8.923333333333334;8.495333333333333;4.9223333333333334;6.09;8.119666666666665;7.910333333333334;9.371333333333334;8.341333333333333
52;11;2;5.963;5.3693333333333335;8.054;7.375;7.32;6.346;5.900666666666666;5.689666666666667;7.337;11.357333333333335;11.311;9.406666666666666;5.344666666666666;5.583666666666666;8.526333333333332;5.9303333333333335;8.314333333333334;8.384333333333332
53;11;3;6.955333333333333;6.0826666666666656;7.344333333333332;8.725666666666667;9.549666666666667;13.021;5.165666666666667;8.734;8.527666666666667;7.231000000000001;12.300666666666666;8.880333333333333;6.298666666666667;4.953333333333333;8.052999999999999;9.928666666666667;8.294333333333332;9.154666666666666
54;11;4;6.222333333333334;4.546333333333333;7.028666666666666;10.223666666666666;7.801666666666667;9.180333333333333;5.107333333333333;6.625333333333334;8.016666666666667;9.154333333333334;6.100666666666666;9.692333333333332;5.025666666666667;4.827;7.102;6.594666666666666;8.573333333333332;14.772
55;12;0;5.955333333333333;6.007000000000001;7.8309999999999995;7.245666666666668;9.317;6.848333333333334;6.3773333333333335;7.489333333333334;5.726333333333334;7.822333333333333;9.848333333333334;9.354333333333335;5.565666666666666;7.394000000000001;7.803333333333334;7.153333333333333;8.362333333333334;7.667666666666666
